# Time (s), Energy (keV), Sun X (arcsec), Sun Y (arcsec), Start Time, End Time, Min X, Max X, Min Y, Max Y
1.525736992610622942e+08,2.839999999999999858e+00,9.803099999999999454e+02,-7.748999999999999488e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736993382031322e+08,2.520000000000000018e+00,8.892899999999999636e+02,5.289000000000000057e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736997606694996e+08,3.000000000000000000e+00,8.277899999999999636e+02,-4.932300000000000182e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736998260438442e+08,2.520000000000000018e+00,1.177109999999999900e+03,-3.530099999999999909e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736999427180886e+08,3.320000000000000284e+00,1.221389999999999873e+03,-2.275499999999999829e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736999608723819e+08,2.720000000000000195e+00,1.027049999999999955e+03,-1.783499999999999943e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737002510557771e+08,2.640000000000000124e+00,1.359150000000000091e+03,-5.571899999999999409e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737007127983868e+08,2.759999999999999787e+00,1.177109999999999900e+03,-3.480899999999999750e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737007504676580e+08,3.080000000000000071e+00,9.040499999999999545e+02,-1.045499999999999972e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737010684928298e+08,2.680000000000000160e+00,9.532500000000000000e+02,-8.732999999999999829e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737011628613174e+08,3.440000000000000391e+00,9.876899999999999409e+02,-2.742900000000000205e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737013536219597e+08,2.560000000000000053e+00,5.350499999999999545e+02,-2.816700000000000159e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737022065690160e+08,2.560000000000000053e+00,6.900299999999999727e+02,-2.226299999999999955e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737023808583021e+08,3.200000000000000178e+00,8.892899999999999636e+02,-3.505500000000000114e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737024695583880e+08,3.640000000000000124e+00,6.383700000000000045e+02,-3.308700000000000045e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737025304296911e+08,2.600000000000000089e+00,7.810499999999999545e+02,1.389900000000000091e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737027532280684e+08,3.120000000000000107e+00,1.086089999999999918e+03,-3.062699999999999818e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
